date,Pixel16080472,Pixel16080473,Pixel16200472,Pixel16110473,Pixel16140473,Pixel16170473,Pixel16050472,Pixel16140476,Pixel16110476,Pixel16140475,Pixel16200473,Pixel16110474,Pixel16080474,Pixel16200474,Pixel16230474,Pixel16110475,Pixel16080475,Pixel16170476,Pixel16170475,Pixel16140477,Pixel16170474,Pixel16200475,Pixel16080476,Pixel16140474,Pixel16230472,Pixel16050473
19-Mar-00,0,0,0,0,0,0,0,0,0.121774488,0,0,0,0,0,0.04799784,0,0,0.010281672,0,0,0,0,0.37538508,0,0,0
20-Mar-00,7.284255264,6.70131612,5.545482864,6.274435032,5.291560656,5.836160304,9.55197216,7.905476328,6.167206056,6.4667952,5.971283544,6.854408736,6.81558108,4.515244608,3.508845456,6.945358512,6.678010224,6.542374848,6.24242664,7.360944264,6.513696672,4.302046176,5.996175888,5.816366304,4.88813532,9.719073048
21-Mar-00,1.22912256,1.03408572,3.18587316,1.544644656,2.462264472,3.442448976,1.223487936,3.642485256,4.28588856,1.273269648,1.604265864,1.839205752,0.953494824,1.833809496,8.358768936,2.265153768,1.65087408,1.93875468,1.695349224,3.130243056,3.671893704,3.253039608,4.060279008,1.730875248,2.061719472,1.40660244
22-Mar-00,3.943206672,1.571664144,5.76236988,4.163399568,4.714519152,4.826871168,4.156468032,2.849727624,1.747089912,3.577978128,6.32801556,3.894265656,1.424516568,5.911247856,5.282887104,2.960562048,0.924175584,3.769795056,4.708965888,2.927101128,4.869452832,5.576535336,0.91711164,4.402881504,5.087436312,1.101849408
23-Mar-00,6.229006296,11.40028596,2.953111944,5.449846032,14.74007035,4.475514648,9.978049992,7.975700136,10.9495783,6.203016048,2.851556544,5.820853464,12.53705549,2.379315192,2.269190856,8.5307622,13.04293584,6.3817134,5.121385584,5.885071272,4.214043984,2.875373136,13.08191155,5.455867776,2.020142904,12.70998144
24-Mar-00,7.919565432,6.9792552,5.712915648,11.17289971,6.60063816,6.490443696,7.03656864,6.27321696,5.553236256,8.937390816,6.275475744,11.16458558,8.875429632,5.705426928,9.732949008,10.03679966,8.886359448,6.193444488,4.916416872,6.210898872,6.462721104,4.837144728,3.123610848,6.79501176,4.8876654,5.453145144
25-Mar-00,18.11086608,20.30861378,19.23805903,20.15913106,18.62671994,18.63070822,19.76335286,20.96882486,23.70170688,20.06596469,19.63087178,20.64855194,21.73187256,16.62660742,19.52669191,21.95714378,22.19395495,19.85569524,17.11389398,21.30959129,16.34794092,17.70943308,23.92846298,19.23780012,22.19540405,20.80041934
26-Mar-00,4.803624264,3.241152408,6.465247392,4.252645248,5.61928476,6.108341928,2.803300032,4.414838064,3.37512696,5.207318544,6.057781944,3.51510072,2.714738136,7.62964224,6.198942672,2.896430256,2.590256448,6.51499344,6.771050688,4.891667616,7.1181078,7.126770264,2.359919976,4.051207416,5.20113624,1.799576808
27-Mar-00,0.481715616,0.722046552,2.945503056,0.786979344,0.794945064,1.196459952,0.741690336,1.115833728,1.297076136,1.027432848,3.809438112,0.807096552,1.10222832,3.862716072,2.147029824,0.9711036,1.333211928,2.429394552,1.482851304,1.2563502,1.23151632,4.095071208,2.4445392,1.3755564,2.362783848,0.42911196
28-Mar-00,7.66765524,7.683445224,12.90740347,8.270266776,11.00944375,11.09653186,6.595572,8.732109552,16.55464411,7.6098168,20.60120486,9.917706024,10.1494925,22.66611386,24.20467186,8.75433468,13.44064236,8.349994896,15.88502311,15.97737979,15.44050598,20.24389457,32.26719761,6.490957968,12.87745714,8.635916952
29-Mar-00,20.53828812,19.26705694,32.40151118,17.50289582,18.29530764,17.37413693,18.49319316,25.24368382,56.12663842,20.39355326,20.7815423,19.6257491,20.12860394,18.0799098,16.81867075,16.4841299,20.2973814,24.83117294,22.98815203,27.04399394,16.61600446,22.45951939,25.1459856,15.5227704,28.33569432,18.76351404
30-Mar-00,15.4026475,16.40151643,15.99981595,16.67517185,17.9209013,14.89481306,17.30436802,16.77148675,13.8681221,17.39450311,14.39461183,15.71747875,15.91930246,13.76169919,8.713204632,15.94573546,14.14823628,16.53117658,16.45418501,13.53415632,15.09255982,16.32211733,13.64868022,16.90044166,10.47928476,18.26195098
31-Mar-00,0.913430304,0.432870624,2.171406624,3.123243216,1.617458928,2.92744428,1.410751008,0.135184584,0.441679056,0.452650536,0.497899896,0.408949488,0.301460832,0.222106152,0,0.567159576,0.366641232,0.451447872,1.035501312,0.175625832,0.614662656,0.245701632,1.051333584,1.721702088,0.08368164,0.7259472
01-Apr-00,1.81414032,1.365844656,4.752208824,1.653537696,3.125997312,5.733899832,4.403089296,2.879921784,1.170583704,5.023197768,4.298599008,1.715479008,1.400505336,4.65323424,3.136688592,3.14766096,2.12354796,3.559270968,6.182873016,3.01901472,6.180328848,5.445632112,0.726099288,4.076595432,1.551367152,3.812937144
02-Apr-00,40.41152002,40.99380113,27.50282191,39.33993816,37.4726057,33.97262477,44.02491187,30.64743233,29.81745528,35.17701245,26.93039702,37.2276821,39.63541603,26.95687008,16.83770513,34.96927356,37.85637761,27.0930462,29.35007858,25.83678533,32.23172093,24.0732336,32.46014501,37.03334141,18.63606691,45.75456619
03-Apr-00,11.70862483,11.79835726,8.663980728,11.47628546,13.29824066,12.79428434,10.28137637,8.450699328,12.10774469,10.1623249,10.43623066,12.17791414,12.26724958,9.680462112,8.653088088,12.62474011,12.2874427,9.596827992,11.40128659,9.689344872,12.89751005,11.95098996,12.67766333,12.06371784,5.852049,11.05644607
04-Apr-00,0.107366256,0.275100384,0.14369316,0.275241912,0.019617336,0,0.695277312,0.824837472,0.492068016,0.526788624,0.057004176,0.315891888,0.350722824,0.046124736,0,0.551841216,1.267383816,1.19901492,0.482528784,1.429815528,0.03206016,0.402285936,0.453568656,0.285798336,0.01616808,0.141098616
05-Apr-00,30.42176628,23.23274803,40.08465386,33.76859378,33.48954677,32.18291186,34.5176754,23.30082036,25.6290865,29.8650427,46.10995961,26.25285245,33.88599874,43.44301987,54.43644905,39.13622189,28.32585811,23.43572045,30.34965706,20.48447801,33.56735515,39.9513216,24.4552374,27.42745973,49.32780648,24.14889622
06-Apr-00,33.67500972,37.60619258,33.79960728,30.92104339,24.90861226,28.29077052,28.04469967,35.93176747,30.61140346,34.72007561,37.49766254,31.59315204,39.03121663,42.37304878,40.20629311,37.3949461,35.3102789,32.04285622,36.54221249,33.07299614,43.18133926,40.1339321,37.93589974,25.27194787,36.66556836,31.25219822
07-Apr-00,6.569347848,12.28916215,5.291659008,6.812917464,6.834762096,5.157085416,9.526140696,3.920319912,2.503993032,4.587402456,5.204708568,4.158770808,13.6016879,5.197428336,6.876879936,2.757713904,12.53903818,3.511167168,5.9332062,2.440592232,7.529828304,5.60010768,12.00038194,8.47829748,7.362618696,7.175889024
08-Apr-00,3.565667856,4.037470584,15.74049425,7.25241996,12.10318565,11.01004742,1.21904844,4.594660872,5.41692924,11.6114645,13.55469847,8.580778608,4.85502612,8.975932368,20.88567353,6.975562344,10.6994748,4.656380304,9.898288248,5.869092456,7.653286464,11.58462096,5.917168368,8.56770588,5.115748992,2.277730632
09-Apr-00,20.85468149,18.81280231,17.92377521,17.95150994,10.48358345,10.46837354,12.73074389,8.701482288,8.531139144,12.44192076,16.58496809,14.04077482,12.14780616,18.25814009,33.4100275,13.16053678,11.8157587,10.07922005,11.84189916,6.193480248,11.9479165,17.75735522,8.238260496,11.36506176,33.87638568,10.79739905
10-Apr-00,1.239649248,1.063232472,1.143734424,1.313449152,1.404624144,1.290750336,1.399116408,1.070742216,1.579866696,1.013194176,0.843950088,1.115021904,1.859140824,1.229575848,0.38456436,1.54793232,1.732475112,0.7414332,1.022489376,1.085929248,1.330141608,1.08740088,1.216313928,1.110752904,0.797019744,1.507783056
11-Apr-00,7.989530328,9.556790832,9.217201704,8.448485616,9.451239816,9.849723096,13.94331838,12.06634855,9.477446088,10.16451216,10.02383923,11.10569573,8.671038144,10.00324488,9.621619464,10.53572131,10.22762203,11.79769922,10.46950078,12.87992191,9.377393952,10.89414883,9.13116288,9.182734968,9.807805536,5.112529272
12-Apr-00,3.319635264,10.28496194,3.475257048,4.073940408,3.32691444,3.345916992,3.325203528,6.625250808,6.631163832,6.989172216,3.500823144,4.132388232,4.132213344,4.34723604,6.509885064,14.37045336,7.02555228,5.496326568,7.007637264,5.967052104,5.533885728,3.842655312,6.773905272,6.279320952,5.23324728,3.034575096
13-Apr-00,0.038618712,0.0250488,0.070287264,0.021401304,0,0.011942688,0.214051608,0,0,0,0.016051872,0.023365944,0.013318176,0.14690328,0.488847744,0,0,0,0.01160988,0,0,0.060409104,0,0,0.579388296,0.020989608
14-Apr-00,0,0,1.42694772,0,0.96957984,9.097455744,0,0,0,0.037733712,9.207940584,0,0,5.897127624,0,0.07104924,13.18934297,0.164346096,0.891834864,0.225139008,18.61845446,1.162944048,0.030126576,0.771383736,0,0
15-Apr-00,9.859793184,10.3322711,7.82701992,8.843972688,9.355429176,9.495230208,9.91486788,10.73015141,11.69145799,11.46672463,8.148807048,10.34180976,8.955776448,6.4845078,6.924386496,10.47846437,8.50959276,8.298492192,8.519520528,12.86903285,8.135392416,7.293795336,9.419917344,11.04647398,6.020258184,10.62512611
16-Apr-00,3.263927568,4.291584144,5.173285608,3.426112176,3.489281064,5.633652456,3.314793,4.725355272,3.133511424,3.608262408,5.66639148,4.106425872,3.519509904,12.08952713,7.606805568,3.402927528,3.19806612,7.886044272,6.047088864,4.935809256,6.522350544,17.1826129,4.32089316,5.48010564,3.42541944,9.042362448
17-Apr-00,0,0.92594004,1.527383736,0,0.164532672,0.633486216,0,0.3175908,7.847549208,0.621877368,1.65425652,0.977291736,0,1.082520432,0.871924104,1.236223512,1.18625244,0.76385532,0.695991576,0.872703648,0.715865808,1.425018672,0.28121604,2.308590528,0.833237256,0.364021224
18-Apr-00,0,0.076922592,0,0.101066568,0,0,0,0.483494472,0.688952304,0.091435128,0,0.097758552,0.0877188,0,0.56267532,0.09777852,0.076838712,1.413718248,0,0.670332216,0,0,0.083961144,0,0.834151896,0
19-Apr-00,6.115344288,6.743880984,13.34774208,8.209424256,8.861773248,10.01659512,3.56279076,6.178607232,6.01626348,9.82726836,14.4095621,8.274823656,6.367686504,14.70489264,20.98068667,9.180537696,6.581019408,6.962007528,9.696718464,5.885251176,9.822645672,12.57398844,7.840004688,8.984345904,19.84748554,4.258385544
20-Apr-00,25.99990939,26.09878634,26.65724659,28.33616923,29.57914925,30.7569666,23.00984002,22.49073314,19.75509739,26.00448132,27.32279206,25.61502742,25.16298007,27.79553318,21.3542161,22.64749718,22.96924066,24.24441432,27.87320424,19.27467871,30.61744022,26.12421514,20.26169587,28.31748103,20.74251938,29.18036556
21-Apr-00,3.129043944,5.372039088,0.089726496,3.62343084,3.59606124,0.32031144,5.296659,1.607711616,4.407511344,4.68634056,0.044225352,3.593823552,4.498725048,0.099334248,0,3.322775256,7.464096312,12.24240161,4.895692704,2.196611352,0.872266968,0.091150968,4.762662648,5.848262424,0,11.90970254
22-Apr-00,1.007762256,1.786223712,0,1.729597272,0.926608176,0.026130912,0.039855528,6.215455776,0.116244528,0.94796232,0,1.783622856,1.98097908,2.209426056,1.1641446,0.191603352,2.0016312,1.03763124,0.02187156,1.476391464,0.025665696,2.759950872,3.66748308,0.956595264,0,0.42976092
23-Apr-00,4.262588736,3.358105296,6.16917228,3.574483392,5.736058824,5.918278824,2.925098784,3.100048176,3.957089424,4.91378904,6.162584784,4.995393984,4.524801504,7.245262392,5.596149096,3.906811584,3.877108464,3.884098656,4.95076596,3.1620648,3.71193444,8.64732384,4.047630432,4.959308256,8.329969872,2.653058592
24-Apr-00,6.469862928,6.59294844,9.151365984,5.988206856,4.424512632,4.11541236,7.972472904,4.296986472,4.776462432,3.644785176,7.476959472,4.629254928,4.839637032,7.600898976,10.99284768,3.613221288,4.98843348,4.29119004,5.22425436,4.25504136,4.303820376,4.887739416,4.862483736,4.258047936,12.45922279,9.029620896
25-Apr-00,5.243851656,6.39902472,8.515392072,8.258025888,9.511515144,9.608026752,3.709036224,8.622932904,7.579282512,10.72724246,10.32725071,8.530781496,6.582849744,12.05961658,15.8832078,9.738949296,6.898768176,8.748675576,10.97171544,8.570340864,10.26303506,13.49414777,5.462363352,11.36498093,12.15851069,4.891077888
26-Apr-00,7.37205864,7.785022968,10.90912486,8.198887104,4.18457472,4.799510832,6.750331152,5.163501984,5.27988588,5.492042544,9.219401832,8.128024584,8.905339488,7.774299864,11.5031333,7.229046816,5.891646624,4.404560928,3.915903936,4.981186152,3.5747484,3.49326432,3.368838432,4.028709048,5.638968576,7.043550264
27-Apr-00,3.157814736,2.501267544,0.41888568,1.313306448,1.868001048,1.220861712,3.522419208,3.84470916,4.496734488,2.424635064,0.431549904,1.191572328,1.147054824,0.47596992,1.682162952,2.096131152,3.173422704,3.61520112,2.816413872,3.20068896,1.446264264,2.406425904,4.682605152,1.585922784,1.645510008,2.718951528
28-Apr-00,0.629308632,0.7230168,3.261895536,2.67216612,2.822201736,3.696098688,0.610877616,5.751003744,6.306551448,5.298750408,3.859366536,3.157578696,2.117124984,2.741667504,4.412087568,4.409521224,2.612894664,5.803607592,4.682354808,5.115751872,2.933617824,6.085757736,5.906531088,4.063511256,2.447577408,2.596509216
29-Apr-00,5.469624288,5.47744416,5.106547584,9.428031216,8.211172344,3.802293408,4.952676408,12.10739566,12.24522828,5.098293912,4.029505848,9.532859088,9.55918908,3.221940288,2.30437356,10.26573014,30.83007718,5.184519048,4.287798288,8.736979008,3.816098928,4.219353312,12.88179588,3.90526236,3.145174392,6.08895564
30-Apr-00,7.80236364,7.919687736,4.319710848,7.473757992,5.55838608,5.512896528,7.347410928,9.211789368,7.513918152,5.968825944,4.30473984,7.534614792,7.983811848,4.250368248,3.576997872,6.2545116,7.924273968,8.076586248,7.147046328,9.705560448,5.672079552,6.618098976,8.114770176,5.609292264,2.274857808,7.4665668
01-May-00,2.554512264,0,4.606931448,1.752776208,0.835562736,3.695048688,0,5.37032676,2.489081208,5.9107368,7.356667032,0,0,5.327010144,2.211416592,2.395286496,1.470704376,5.924043768,3.055297848,8.029948704,3.766254192,8.458765272,2.707533192,0.851762376,1.200691848,0
02-May-00,1.20388404,2.08684284,2.431464504,2.114040072,9.662216664,2.86732776,1.39158144,1.115853048,1.10897712,1.264153272,2.319081,2.616126168,2.040657168,2.29932708,1.760412984,1.274343168,2.123659008,1.242640344,1.855100688,0.534882624,2.560230384,1.047654216,1.499878056,9.746393688,1.013472408,1.958276688
03-May-00,3.10458648,2.473778304,1.718598432,2.695632576,1.584229416,1.507835448,5.031228312,2.221611144,1.268101128,2.213813952,1.593915048,2.81541108,2.159336496,2.2464804,1.111069584,1.614895104,1.876661544,0.981505488,2.474074968,0.947330832,1.959906408,1.935113856,0.982287432,2.617140768,1.234110024,4.024106736
04-May-00,2.527158384,1.633921272,7.848049152,2.171394456,2.792633064,2.81367588,0.6008382,3.358889568,1.773866064,3.410614368,7.375543344,2.810727408,1.586380368,6.324140304,8.566392672,3.015363696,1.388592672,3.696705936,3.834989184,2.263005144,3.228994128,5.730406872,1.239631344,2.84510244,9.675612696,0.577517832
05-May-00,5.005269168,4.79552256,5.858954424,5.64546168,6.121830216,5.706516264,2.495824992,8.273506872,9.426087864,12.37329197,6.498648408,7.697512872,5.060447208,6.37136292,11.49009276,18.03065158,8.610857256,5.768822904,7.494674928,6.537961008,5.634204624,8.842759608,6.306383376,7.91983008,9.9450996,3.003320568
06-May-00,6.264216888,5.980466376,8.389382592,7.414476864,7.533493272,7.881099696,5.838467352,5.69937372,5.632528416,6.490027416,7.838990448,7.387789248,6.81344676,8.983239408,11.95405126,6.87333012,5.912097216,7.492298832,8.591198448,5.89317012,8.165776488,9.650681736,6.175690416,7.734945048,13.63785982,6.053237208
07-May-00,1.544106432,1.596178464,7.325444688,4.1841606,4.127669688,4.295922528,0.32264592,1.995564576,0.97094196,4.117041,7.0045638,3.816768768,0.95576352,6.913834344,6.304113144,2.50671816,1.055163312,3.131899944,4.368217344,1.117248504,4.449536208,6.294271224,0.662755704,4.027139064,12.30414533,0.268603728
08-May-00,1.653187224,1.731143304,0.87961488,1.171692696,0.726928176,1.155082848,1.689935088,1.80669396,2.08398252,1.22283108,0.572873664,1.57027584,1.919975808,0.534014544,2.819161176,1.648933224,2.019890424,1.6058616,1.051714104,1.698901896,0.663693408,1.02464148,2.202404928,1.2541716,1.14237588,1.850104104
09-May-00,3.631186728,4.896589632,0.986925144,2.260641744,0.468097104,0,1.42927212,2.534872416,2.562503448,8.355678312,0,8.173680072,5.895779376,1.93044108,0.415902072,3.013737552,4.17835128,4.353121872,2.205253056,1.934916072,2.539765824,3.341267472,3.355796808,2.721172392,0.447858672,1.948225368
10-May-00,0.174853128,0.21823044,2.455759944,0.488056056,1.403523096,4.747269264,0.054662112,3.543747792,3.050664792,4.626742248,4.538544408,1.030880664,0.66429552,2.285401056,2.278789392,3.823422792,2.320682472,4.124412768,5.750648256,6.307130088,4.087655424,5.269643784,2.21778756,2.168087664,3.3623904,0.078280464
11-May-00,14.59885025,11.60287284,10.45647526,9.839948424,6.82924104,6.887741808,8.395243416,6.781238784,5.659722456,6.59855532,9.107364168,10.94162678,8.026021248,8.57309388,15.3125825,7.822204824,9.60439896,7.161631104,6.890564208,7.10070492,6.564160104,10.47153211,8.415008064,8.655336864,11.9321909,10.15098096
12-May-00,2.145864312,2.141534688,3.041287056,2.501827056,1.951538976,2.982423672,1.440014904,5.716710816,2.877472752,2.204822112,4.83009516,1.631690016,2.1623928,4.495538952,4.84482408,2.456333928,2.230897128,2.607155088,2.888323368,6.494333976,3.579220896,3.09132708,3.289075968,2.219265648,5.382866616,1.443995472
13-May-00,35.21759606,20.96251202,2.40500772,9.895229808,9.49657488,6.114485976,16.07903623,11.10869981,11.39159131,11.07669569,3.482810856,34.59104062,9.371064672,3.568365456,1.91535276,11.5957961,10.19596051,7.135351896,6.821095704,9.800668008,8.714748144,4.694256672,12.39739181,10.21940232,0.909478704,19.22071982
14-May-00,9.986396304,12.77223158,11.23665905,20.95962526,5.759524944,5.525656344,11.31290746,8.273507592,13.58218718,20.55903338,15.23984242,18.19980384,19.16489698,15.99545431,10.38916682,17.53545713,36.7508154,11.47344732,15.14760446,10.68442296,12.59960604,19.55393458,36.4029293,8.868660456,6.481430064,7.425448896
15-May-00,14.33158922,4.45603932,11.8560319,4.815511824,9.06073308,10.9174447,8.937976608,1.80565524,1.895829864,3.87105096,10.60172582,3.303906072,3.428056608,9.191566944,11.70468091,1.913557464,2.285491344,2.660523168,2.80786872,0.299414928,6.77569056,3.965536944,0.944864352,4.654092192,10.94414806,5.733078
16-May-00,0,0,0.133530384,0.14753844,0.797070168,0.811426872,0,2.461268304,3.221532216,2.15615952,0.141237384,1.063746672,1.019024592,1.37655132,3.071340672,4.807859304,10.72287797,2.132273544,2.15860068,3.77737248,1.696577856,1.876560864,17.88946582,2.015775552,0.21690468,1.38595416
17-May-00,3.16229724,2.009496144,1.167403752,1.266455592,1.079497392,0.808299864,4.089980016,2.615221728,2.084606592,1.304715864,0.951905784,1.288360032,2.229786696,1.98084444,2.611296048,1.47572448,1.932043248,4.13605284,2.553298296,4.065020448,0.848546688,3.72969996,13.01910067,1.204147512,2.708376288,3.153131256
18-May-00,9.785234928,9.935515176,10.11818434,11.43472409,11.04864264,10.26663924,8.269477128,14.08343554,14.23116874,12.26555299,10.51683355,11.24500966,9.73954224,11.17079186,12.39516878,12.0834689,10.92836381,13.46371078,11.2869401,14.72271967,10.07545282,12.22951555,13.82838821,11.42757511,10.91564369,8.395876416
19-May-00,0.325535544,0,0.715830048,0,0.111585288,0.02130876,0.992825928,0.16780524,0,0.059877888,0,0,0,6.245223288,1.301231688,0,0,0.566571144,0.20020032,0.083329368,0.17062752,0,0,0.053166312,0,0.464936832
20-May-00,0.5187336,0.527029176,1.11592188,0.630874512,1.05367416,1.185143808,0.91628748,1.539878904,2.641608768,1.420153776,1.05626304,0.659181288,0.5510952,0.990681048,0.81740712,1.240021536,0.8666034,1.719591552,1.40163972,1.858499232,1.21161828,8.207135448,2.602117368,1.073886936,0.624094344,0.931867992
21-May-00,0.64647492,0.844994808,0.678186528,0.761278968,0.786860616,0.5479032,0.84518256,1.369359888,1.369255536,1.138286328,0.460309752,0.87675816,0.976007928,0.7648632,0.481237704,1.138462104,1.403386752,1.416814872,1.017891,1.404199272,0.754719696,0.83440044,1.383043344,0.778579032,0.4870698,0.896301264
22-May-00,0.023986128,0.083878128,0.059725608,0.075202368,0.074138064,0.0675144,0.028054512,0.109224168,0.111924792,0.144657672,0.055107576,0.138361392,0.121505712,0.28223448,0.114281976,0.14736768,0.656898024,0.107523792,0.142593888,0.114859536,0.073697688,0.421143072,0.316697088,0.136333584,0.038465544,0.133698264
23-May-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24-May-00,0,0,0.05518524,0.26662344,0.180009552,0.06133596,0,0.118663176,0,0.39785568,0.9650538,0,0.19462128,0.670186848,0.26333484,0.280425816,0,0.930102384,0.852597984,0.139821864,0.478582296,0.169033704,0,0.188907312,0.162003168,0
25-May-00,0.137006616,0.137134368,2.689994568,0.410066928,0.417937032,0.990396816,0.103712616,0.209565216,0.205564824,0.400360368,2.755265952,0.408180768,0.136495824,0.774538824,1.130311656,0.392800248,0.331092096,0.226155024,0.4312182,0.285316464,0.856076616,0.270775296,0.105508536,0.416016432,3.886207944,0.1037226
